제목,가사
이브나,"잠든 너의 전화벨이 울릴 때
난 괜히 몇 번 내버려 둬
난 괜히 몇 번 내버려 둬
식은 커피 같은 나의 고백에
몇 차례 버스를 보낸 뒤
넌 내게 이렇게 말했지
난 절대 결단코 수백 날이 지나도
너 밖에 모르는 바보는 안 될 거야
행복함에 눈물 범벅이 될 지라도
너 하나로 숨 막힐
바보는 안 될 거야
그렇겐 안 될 거야
정답지도 살갑지도 않던 눈동자
그 까만 색이 난 못내 좋았는지도
몰라
넌 절대 결단코 수백 날이 지나도
나 밖에 모르는 바보는 안 될 거야
유채꽃 금목서 활짝 핀 하늘 아래
나 하나로 듬뿍한
바보는 안 될 거야
그렇겐 안 될 거야
늦은 봄 눈 같은 나의 고백도
꽃 노래가 될 수 있을까
그런 생각을 해보았어"
3X4,"마지막 날에
우리 마지막 날에
네가 지어준 보여준
그 표정을 나는 기억해
많이 연습한
하지만 역시 어색한
네가 지어낸 꾸며낸
그 표정을 나는 기억해
그보다 전에
우리 좋았던 날에
네가 건네준 쥐어준
그 사진이 아직 내 곁에
많이 연습한
하지만 역시 어색한
너의 미소는 꼭 그 날
너의 마지막 표정 같애
날 보며 웃고 있어
아냐 넌 렌즈를 보고 있어
원서에 붙일 3 4 사이즈에 맞춰
널 많이 좋아했어
아직 내 지갑 속에 있어
어떤 것도 증명하지 않는 사진이
날 보며 웃고 있어
아냐 넌 렌즈를 보고 있어
원서에 붙일 3 4 사이즈에 맞춰
널 많이 좋아했어
아직 내 지갑 속에 있어
어떤 것도 증명하지 않는 사진이
만이 내게 남았어
다른 모든 사진들은
그날 모조리 다
태워 버렸으니
세상에서 나 하나만을
보며 웃던 순간들
특별하다 믿었어
넌 내게 특별함이었어
스스로를 설득할 필요도 없었어
널 많이 좋아했어
아직 내 지갑 속에 있어
어떤 것도 증명하지 않는 사진이
여전히 웃고 있어
여전히 웃고 있어"
인기 있는 남자애,"어렸을 때 넌 재미있고
시끄러운 아이였고
남자애들 사이에선
꽤 인기가 있었지
하지만 한 번도 반장은
해본 적이 없었어
여자애들이 널
찍어 주지 않았으니까
하루는 녀석들이랑
뛰어다니고 놀다가 실수로
네 가방을 퍽하고 밟아 버렸지
꽉 찬 가방 속엔
교과서 공책 등과 함께
뜯지 않은 우유팩 하나가
들어 있었지
넌 오직 남자애들한테만
인기 있는 남자애였고
우유팩이 터졌을 때
걔들은 그저 멍청히
보고만 있었지
재빨리 책들부터 꺼내서
털고 닦고 가방까지 씻어다 준 건
그 전엔 단 한 마디도
너랑 해본 적 없었던 한 여자애였어
그 앤 작고 조용하고
안경을 낀 아이였지
걔가 널 왜 도와줬는지
넌 잘 모르겠지
혹시 널 짝사랑한 걸까
그건 아닐 거야 넌
남자애들한테만 인기 있었으니까
넌 오직 남자애들한테만
인기 있는 남자애였고
우유팩이 터졌을 때
걔들은 죄다 멍청히
보고만 있었지
어찌할 줄 모르던 널 도와준
그 애한테 고맙단 인사도 못한 너
그 아이의 이름도 잊어버렸다며
넌 지금 뭐가 좋아서 웃고 있니"
나비가 앉은 자리,"꽃 향기를 좋아하지는 않아
하지만 때로는 나도
꽃을 안고 싶어
눈치 없이 달콤한 것은 싫어
하지만 이 순간 난
네 곁에 앉고 싶어
늘 꿈꾸던 건
홀로 있되 서럽지 않은 것
깃털같이 나비처럼 
바람결을 탈 것
진한 색깔 향기를 
좇아가지 않는 것
앉는다면 바로 그 자리에
활짝 피게 할 것
넌 내 세상을 바꿀 거야
네 등 뒤로 감춘 
꽃다발 하나면
아마 충분할 것 같은 걸
한없이 높은 곳으로 올라가
어린 소년 시절 
깜빡 놓쳐버린
헬륨 풍선처럼 
아득히 아련히
늘 꿈꾸던 건
홀로 있되 서럽지 않은 것
깃털 같이 나비처럼 
바람결을 탈 것
진한 색깔 향기를 
좇아가지 않는 것
앉는다면 바로 그 자리에
활짝 피게 할 것
넌 내 세상을 바꿀 거야
네 등 뒤로 감춘 
꽃다발 하나면
아마 충분할 것 같은 걸
한없이 높은 곳으로 올라가
어린 소년 시절 
깜빡 놓쳐버린
헬륨 풍선처럼 아득히
어린 소년 시절 
깜빡 놓쳐버린
헬륨 풍선처럼 아득히
아련히"
가을방학,"넌 어렸을 때부터
가을이 좋았었다고 말했지
여름도 겨울도 넌 싫었고
봄날이란 녀석도 도무지
네 맘 같진 않았었다며
하지만 가을만 방학이 없어
그게 너무 이상했었다며
어린 맘에 분했었다며 웃었지
넌 어렸을 때부터 네 인생은
절대 네가 좋아하는 걸
준 적이 없다고 했지
정말 좋아하게 됐을 때는
그것보다 더 아끼는 걸
버려야 했다고 했지
떠나야 했다고 했지
넌 어렸을 때만큼
가을이 좋진 않다고 말했지
싫은 걸 참아내는 것만큼
좋아할 수 있는 마음을
맞바꾼 건 아닐까 싶다며
하지만 이 맘 때 하늘을 보면
그냥 멍하니 보고 있으면
왠지 좋은 날들이 올 것만 같아
처음 봤을 때부터 내 마음은
절대 너를 울리는
일 따윈 없게 하고 싶었어
정말 좋아하게 되었기에
절대 너를 버리는
일 따윈 없게 하고 싶었어
하지만 넌 날 보며 미소를 짓네
처음 만났던 그 날처럼
넌 익숙하다 했지 네 인생은
절대 네가 좋아하는 걸
준 적이 없다고 했지
정말 좋아하게 됐을 때는
그것보다 더 아끼는 걸
버려야 했다고 했지
떠나야 했다고 했지"
호흡과다,"힘내라는 말에 왠지
기운이 빠지는 때가 있지
너는 알겠지
신경 쓰지 말란 말에
한층 신경이 쓰일 때가 있지
너는 알겠지
숨을 너무 많이 쉬는 증상에
죽지는 않는다는 얘길
너에게 들었어
헉헉 숨이 가빠도
죽지는 않는다는 얘길
너에게 들었어
죽을 것만 같은데
죽지는 않는다는 얘긴
너무 무서웠어
네 덤덤한 표정 역시 무서웠어
힘내라는 말 난 못해
나도 숨이 적은 편은 아냐
너는 알겠지
내가 마지막으로 응급실에 갔을 때
거기엔 너무 많은 사람들이 있었지
숨을 너무 많이 쉬는 증상에
죽지는 않는다는 얘길
너에게 들었어
헉헉 숨이 가빠도
죽지는 않는다는 얘길
너에게 들었어
죽을 것만 같은데
죽지는 않는다는 얘긴
너무 무서웠어
네 덤덤한 표정 역시 무서웠어
힘내라는 말 난 못해
나도 숨이 적은 편은 아냐
너는 알겠지"
너의 기사,"어느 날 아빤 술에 취한 모습으로
소리를 질렀어
난 그저 화가 나서 그런 줄 알았어
난 너무 어렸네
분노가 섞인 절규는 불같았지만
온기는 없었고
그건 차가운 얼음에 댄 화상 같아
비명을 질렀네
지금 내 눈앞에 술병이 있었다면
난 울었을 거야
화가 난 게 아냐 내가 초라해서
난 울었을 거야
넌 잠에 드는 법도 모른 채
밤을 걷지
언제부터 넌 너를 속이고
밝게 웃지
아무도 너의 슬픔을 알아주지 않지
눈물을 감추기엔
네가 가여워서 못 버텨
넌 잠에 드는 법도 모른 채
밤을 걷지
언제부터 넌 너를 속이고
밝게 웃지
아무도 너의 슬픔을 알아주지 않지
눈물을 감추기엔
네가 가여워서 못 버텨
지금 내 앞에 술병은 줄었고
날 보며 웃는 너를 바라보네
내 모든 시간들을 깨웠던
니가 수줍게 했던 말
넌 불을 지른 거야"
Cherry,"내 침대 왼쪽은 항상 비었어
넌 그 이상도 이하도 아냐
발걸음 소리만으로 알 수 있어
너와 내 입장은 반대가 됐다는 걸
애태웠던 그 모든 밤은 지났고
손가락으로도 널 움직일 수 있어
넌 내 모든 걸 잡고 흔들었지만
나의 마음속은 새벽처럼 추운 걸
지독히 달콤했던 거짓된 내 시간은
뭔가 덮혀진 채로 흘러가지
순간 불이 붙은 널 못 이겼고
큰 부끄럼 없이 난 이어 가겠지
난 정말 바보
난 정말 바보
난 정말 바보
난 정말 바보
지독히 달콤했던 거짓된 내 시간은
뭔가 덮혀진 채로 흘러가지
순간 불이 붙은 널 못 이겼고
큰 부끄럼 없이 난 이어 가겠지
난 정말 바보
난 정말 바보
난 정말 바보
난 정말 바보
넌 사랑은 지겹다고
죽은 날 두고 떠났지
취한 노래는 꺼졌고
네 기억이 나질 않아
넌 사랑을 찾는다고
내 집을 다시 찾았지
넌 불리한 건 쉽게 지우나 봐
오늘은 처음처럼 사랑하고"
pink,"이곳은 모두 자유롭게
푸르게 번져 날아가는 마음
나는 비록 발이 무거워
신발이 닳도록 풀 밭을 뛰었네
노을이 지는 동안에
분홍 빛이 선명해 너를 그렸네
아름다운 그대
너의 모습
하루가 참 빨라
잊혀지는 만큼
구름을 타고 날아가는 마음
너의 향기를 따라가다
빗방울이 톡 터질때 즈음
그리워질까
풀 밭을 뛰어
노을이 지는 동안에
분홍 빛이 선명해
너를 그렸네 아름다운 그대
너의 모습"
사랑으로,"사람 사이 사람
바람 사이 바람
각자의 염원이 바래고
덧칠되어
발이 닿을 만큼 굳어지면
비로소 내 세상이 되어줘
나의 작은 마음도
그 안에 자란 나음도
부서지고 굳어지고
녹아내리고나면
그제서야 보이는 나의 영원
사람 사이 사랑
모두 함께 모여서
영원을 바라고
몸 마음 묻어내면
비로소 우리의 세상이 완벽해
사랑으로
사랑으로
나의 작은 마음도
그 안에 작은 파도처럼
부서지고 밀려와선
네게 녹아내리고
그제서야 보이는 나의 영원"
nouvelle vague,"날 선 길을 우리 걸어 온 듯해
발 밑 언저리가 닳아 없어지면
자라나기를 반복 하는게
숨이 멎을 때 쯤엔 걸음을 멈출까
되돌아갈 곳도 이젠 흐려져
앞으로 가다보면 뭔가 볼 수 있나
사실 그게 뭔지 기대도 없어
Ooh nouvelle vague
It's so far away from me.
Oh don't fade away nouvelle vague
Cause we want to get close to you.
음 아무래도 우린 망가진거야
어찌 해야해, 네 기댈 망치고
자라나길 반복 할 수 있을까
숨이 멎을 때 쯤엔 걸음을 멈출까
되돌아갈 곳도 이젠 흐려져
앞으로 가다보면 뭔가 볼 수 있나
사실 그게 뭔지 기대도 없어
Ooh nouvelle vague
It's so far away from me.
Oh don't fade away nouvelle vague
Cause we want to get close to you."
Desert Eagle,"대지에 씨를 뿌리고 밤이 오면
낙타와 길을 헤매고 
말하지 못한 비밀과 잠에 들면
사막에 빛이 내려와
섬광 섬광
북극에서 떠오른 섬광
오 음악 없는 나라로
죽은 분들의 세계로
we love for the end desert
we march for the end desert
evolving to be safe you and i
dive into the time desert
기계와 친구가 되는 공장에서
신비한 힘을 느끼고
이 사막에서 꼭 살아남자
마지막 행복을 위해
섬광 섬광
북극에서 떠오른 섬광
오 벼락치는 나라로
유아독존의 세계로
we love for the end desert
we march for the end desert
evolving to be safe you and i
dive into the time desert"
춤,"우린 긴 춤을 추고 있어
자꾸 내가 발을 밟아
고운 너의 그 두발이
멍이 들잖아
난 어떻게 어떻게 해야 해
이 춤을 멈추고 싶지 않아
그럴수록 마음이 바빠
급한 나의 발걸음은
자꾸 박자를 놓치는 걸
자꾸만 떨리는 너의 두 손
함께라면 어떤 것도
상관없나요
아니라는 건 아니지만
정말 그런 걸까
함께라는 건
그렇게 쉽지 않은데
그만큼 그만 하는 것도
쉽지 않은데
함께라면 어떤 것도
상관없나요
아니라는 건 아니지만
정말 그런 걸까
함께라는 건
그렇게 쉽지 않은데
그만큼 그만 하는 것도
쉽지 않은데
우린 긴 꿈을 꾸고 있어
문득 꿈을 깨진 않을까
눈을 뜨면
모든게 사라져 버리는 건
아닐까
마치 없었던 일처럼
난 눈을 감고 춤을 춰"
끝,"그렇게 생각을 했어 
아니 아무런 말 하지 않았지 
우리들에 대해선 
일들은 모두 즐겁기만 하고 
서로는 너무나도 바빠서 
정신이 없었으니까 
일들은 모두 그런 식 이야 
내가 너를 아프게 한 걸까 
내가 너를 외롭게 한 걸까 
이제야
너의 맘을 들어버린 나는 
미안하다는 말을 하기엔
너무 늦었지 
우리가 언제 다시
이 길을 같이 걸을 수 있을까 
다시 마음을 열고
만날 수 있을까 
어제처럼 
이젠
다시는 오지 않을 길을 걸으며
난 흘리네 흘리네
우리가 나눴던 많은 꿈들 
너를 위로할 수 없다는 것쯤
알고 있어 
미안해
우리는 조금은 달랐나 봐
일들은 모두 그런 식 이야 
내가 너를 아프게 한 걸까 
내가 너를 외롭게 한 걸까 
이제야
너의 맘을 들어버린 나는 
미안하다는 말을 하기엔
너무 늦었지 
우리가 언제 다시
이 길을 같이 걸을 수 있을까 
다시 마음을 열고
만날 수 있을까 
어제처럼 
이젠
다시는 오지 않을 길을 걸으며
난 흘리네 흘리네
우리가 나눴던 많은 꿈들 
너를 위로할 수 없다는 것쯤
알고 있어 
미안해
우리는 조금은 달랐나 봐
다시는 오지 않을 길을 걸으며
난 흘리네 흘리네
우리가 나눴던 많은 꿈들 
너를 위로할 수 없다는 것쯤
알고 있어 
미안해
우리는 조금은 달랐나 봐
다시는 오지 않을 길을 걸으며
난 흘리네 흘리네
우리가 나눴던 많은 꿈들 
너를 위로할 수 없다는 것쯤
알고 있어 
미안해
우리는 조금은 달랐나 봐"
청춘열차,"더 이상 내 앞엔
모노레일이 없어 
이대로 있다간
주저앉고 말겠지 
머나먼 저 우주를 날으는
은하철도처럼 
아직은 알 수 없는 곳을 향해
나아가야 해 
이제는 더 이상
나를 막을게 없어 
너의 손을 잡고 그저
앞으로 갈 뿐 
끝없이 달려가는 우리에게
종점은 없어 
아직은 알 수 없는 곳을 향해
나아가야만 해 
이제는 웃으면서
말 할 수 있지만 
지나간 날은 너무나 힘들었지 
이제는 다시 돌아가자 말을 해도 
돌아갈 수 없을 만큼 난 와버렸지 
이제는
더 이상
나를 막을게 없어 
너의 손을 잡고 그저
앞으로 갈 뿐 
끝없이 달려가는 우리에게
종점은 없어 
아직은 알 수 없는 곳을 향해
나아가야만 해 
이제는 웃으면서
말 할 수 있지만 
지나간 날은 너무나 힘들었지 
이제는 다시 돌아가자 말을 해도 
돌아갈 수 없을 만큼 난 와버렸지
이제는 웃으면서
말 할 수 있지만 
지나간 날은 너무나 힘들었지 
이제는 다시 돌아가자 말을 해도 
돌아갈 수 없을 만큼 난 와버렸지
이제는
더 이상"
봄이 오면,"봄이 오면 겨울이 지나가듯 
짧았던 사랑은 떠나고 
흩날리는 희뿌연 먼지 속에 
그저 눈물 글썽이네
봄이 오면 꽃들이 피어나듯 
그렇게 가슴은 설레고
흩날리는 새하얀 꽃잎 속에 
다시 너를 기다리네
떠나버린 사람
갈 곳을 잃은 마음들은 
어디로 가야 할 지 몰라
헤매고 있어
한숨뿐인 날들
눈물이 반쯤인 나날들 
혼자서 아파한다 해도
의미는 없어
알 수가 없는 슬픔이 
우리들 마음 속에 있지만
둘이서 길을 걸을 땐 
모든 걸 잊을 수가 있었어
혼자인 밤은 너무 길어서 
새벽이 오길 기다리지만
우리가 함께 있을 땐 
모두 잊을 수 있어
봄이 오면 겨울이 지나가듯 
짧았던 사랑은 떠나고 
흩날리는 희뿌연 먼지 속에 
그저 눈물 글썽이네
봄이 오면 꽃들이 피어나듯 
그렇게 가슴은 설레고
흩날리는 새하얀 꽃잎 속에 
다시 너를 기다리네
너무 두려워서
다시는 다치기 싫어서 
그렇게 너의 마음을
가리고만 있어
상처받은 마음을
너무나 잘 알고 있지만 
지나간 날을 아파해도
의미는 없어
알 수가 없는 슬픔이 
우리들 마음 속에 있지만
둘이서 길을 걸을 땐 
모든 걸 잊을 수가 있었어
혼자인 밤은 너무 길어서 
새벽이 오길 기다리지만
우리가 함께 있을 땐 
모두 잊을 수 있어
봄이 오면 겨울이 지나가듯 
짧았던 사랑은 떠나고 
흩날리는 희뿌연 먼지 속에 
그저 눈물 글썽이네
봄이 오면 꽃들이 피어나듯 
그렇게 가슴은 설레고
흩날리는 새하얀 꽃잎 속에 
다시 너를 기다리네"
